,Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion Label
806,2011-05-01,Season 1,Episode 3,Lord Snow,cersei lannister,He's a child... 10 years old. What were you thinking?,surprise
807,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,I was thinking of us. You're a bit late to start complaining about it now. What has the boy told them?,neutral
808,2011-05-01,Season 1,Episode 3,Lord Snow,cersei lannister,Nothing. He's said nothing. He remembers nothing.,disgust
809,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,Then what are you raving about?,anger
810,2011-05-01,Season 1,Episode 3,Lord Snow,cersei lannister,What if it comes back to him? If he tells his father what he saw...,anger
811,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,We'll say he was lying. We'll say he was dreaming. We'll say whatever we like. I think we can outfox a 10-year-old.,neutral
812,2011-05-01,Season 1,Episode 3,Lord Snow,cersei lannister,And my husband?,surprise
813,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,I'll go to war with him if I have to. They can write a ballad about us,neutral
814,2011-05-01,Season 1,Episode 3,Lord Snow,cersei lannister,Let me go.,anger
815,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,Never.,neutral
816,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"The boy won't talk. And if he does, I'll kill him. Him, Ned Stark, the King... the whole bloody lot of them, until you and I are the only people left in this world.",anger
817,2011-05-01,Season 1,Episode 3,Lord Snow,catelyn stark,I wish I could see the girls.,sadness
818,2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,It's too dangerous.,fear
819,2011-05-01,Season 1,Episode 3,Lord Snow,catelyn stark,Just for a moment.,neutral
820,2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Until we know who our enemies are...,neutral
821,2011-05-01,Season 1,Episode 3,Lord Snow,catelyn stark,"I know they did it, Ned. The Lannisters. In my bones, I know it.",disgust
822,2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Littlefinger's right. I can't do anything without proof.,anger
823,2011-05-01,Season 1,Episode 3,Lord Snow,cersei lannister,And if you find the proof?,neutral
824,2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,"Then I bring it to Robert... And hope he's still the man I once knew. You watch yourself on the road, huh? That temper of yours is a dangerous thing.",anger
825,2011-05-01,Season 1,Episode 3,Lord Snow,catelyn stark,"My temper? Gods be good, you nearly killed poor Littlefinger yesterday.",anger
826,2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,He still loves you.,neutral
827,2011-05-01,Season 1,Episode 3,Lord Snow,catelyn stark,Does he?,surprise
828,2011-05-01,Season 1,Episode 3,Lord Snow,eddard stark,Off with you.,anger
829,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,It's been a long time. But I still remember every face. You remember your first?,neutral
830,2011-05-01,Season 1,Episode 3,Lord Snow,barristan selmy,"Of course, your Grace.",neutral
831,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,Who was it?,surprise
832,2011-05-01,Season 1,Episode 3,Lord Snow,barristan selmy,A Tyroshi. Never learned the name.,neutral
833,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,How'd you do it?,surprise
834,2011-05-01,Season 1,Episode 3,Lord Snow,barristan selmy,Lance through the heart.,neutral
835,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,"Quick one. Lucky for you. Mine was some Tarly boy at the Battle of Summerhall. My horse took an arrow so I was on foot, slogging through the mud. He came running at me, this dumb high-born lad, thinking he could end the rebellion with the single swing of his sword. I knocked him down with the hammer. Gods, I was strong then. Caved in his breastplate. Probably shattered every rib he had. Stood over him, hammer in the air. Right before I brought it down he shouted, ""Wait! Wait!""... They never tell you how they all shit themselves. They don't put that part in the songs. Stupid boy. Now the Tarlys bend the knee like everyone else. He could have lingered on the edge of the battle with the smart boys and today his wife would be making him miserable, his sons would be ingrates, and he'd be waking three times in the night to piss into a bowl. Wine! Lancel. Gods, what a stupid name. Lancel Lannister. Who named you? Some halfwit with a stutter? What are you doing?",anger
836,2011-05-01,Season 1,Episode 3,Lord Snow,lancel lannister,"It's empty, your Grace.",sadness
837,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,What do you mean it's empty?,surprise
838,2011-05-01,Season 1,Episode 3,Lord Snow,lancel lannister,There's no more wine.,sadness
839,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,"Is that what empty means?! So get more. Tell your cousin to get in here. Kingslayer! Get in here. Surrounded by Lannisters. Every time I close my eyes I see their blond hair and their smug, satisfied faces. It must wound your pride, huh? Standing out there like a glorified sentry. Jaime Lannister, son of the mighty Tywin... Forced to mind the door while your King eats and drinks and shits and fucks. So come on. We're telling war stories. Who was your first kill, not counting old men?",disgust
840,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,One of the outlaws in the Brotherhood.,disgust
841,2011-05-01,Season 1,Episode 3,Lord Snow,barristan selmy,"I was there that day. You were only a squire, 16 years old.",neutral
842,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,You killed Simon Toyne with a counter riposte. Best move I ever saw.,neutral
843,2011-05-01,Season 1,Episode 3,Lord Snow,barristan selmy,"A good fighter, Toyne, but he lacked stamina.",sadness
844,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,Your outlaw... Any last words?,neutral
845,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"I cut his head off, so no.",neutral
846,2011-05-01,Season 1,Episode 3,Lord Snow,robert baratheon,What about Aerys Targaryen? What did the Mad King say when you stabbed him in the back? I never asked. Did he call you a traitor? Did he plead for a reprieve?,anger
847,2011-05-01,Season 1,Episode 3,Lord Snow,jaime lannister,"He said the same thing he'd been saying for hours... ""Burn them all."" If that's all, your Grace...",anger
848,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,The Dothraki don't believe in money. Most of their slaves were given to them as gifts.,disgust
849,2011-05-01,Season 1,Episode 3,Lord Snow,daenerys targaryen,From whom?,surprise
850,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,"If you rule a city and you see the horde approaching, you have two choices",neutral
851,2011-05-01,Season 1,Episode 3,Lord Snow,daenerys targaryen,Tell them all to stop.,anger
852,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,You want the entire horde to stop? For how long?,anger
853,2011-05-01,Season 1,Episode 3,Lord Snow,daenerys targaryen,Until I command them otherwise.,neutral
854,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,You're learning to talk like a Queen.,neutral
855,2011-05-01,Season 1,Episode 3,Lord Snow,daenerys targaryen,Not a Queen. A Khaleesi.,neutral
856,2011-05-01,Season 1,Episode 3,Lord Snow,viserys targaryen,You dare! You give commands to me? To me? You do not command the dragon. I am Lord of the Seven Kingdoms. I don't take orders from savages or their sluts. Do you hear me?,anger
857,2011-05-01,Season 1,Episode 3,Lord Snow,irri,"Rakharo ask if you want him dead, Khaleesi.",neutral
858,2011-05-01,Season 1,Episode 3,Lord Snow,daenerys targaryen,No!,anger
859,2011-05-01,Season 1,Episode 3,Lord Snow,irri,"Rakharo say you should take ear, to teach respect.",neutral
860,2011-05-01,Season 1,Episode 3,Lord Snow,daenerys targaryen,"Please please, don't hurt him. Tell him I don't want my brother harmed.",anger
861,2011-05-01,Season 1,Episode 3,Lord Snow,viserys targaryen,Kill these Dothraki dogs! I am your King!,anger
862,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,"Shall we return to the Khalasar, Khaleesi?",neutral
863,2011-05-01,Season 1,Episode 3,Lord Snow,rakharo,You walk. [to Viserys],neutral
864,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,I wanted to be here when you saw it for the first time. I'm leaving this morning.,sadness
865,2011-05-01,Season 1,Episode 3,Lord Snow,jon snow,You're leaving?,surprise
866,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,I'm the First Ranger. My job is out there. There have been disturbing reports.,fear
867,2011-05-01,Season 1,Episode 3,Lord Snow,jon snow,What kind of reports?,neutral
868,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,The kind I don't want to believe.,disgust
869,2011-05-01,Season 1,Episode 3,Lord Snow,jon snow,m ready. I won't let you down.,neutral
870,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,"You're not going. You're no ranger, Jon.",anger
871,2011-05-01,Season 1,Episode 3,Lord Snow,jon snow,But I'm better than every...,neutral
872,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,"Better than no one! Here... A man gets what he earns, when he earns it. We'll speak when I return.",neutral
873,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,A bear's balls.,disgust
874,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,You're joking?,surprise
875,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,"And his brains and his guts, his lungs and his heart all fried in his own fat. When you're a hundred miles north of the Wall and you ate your last meal a week ago, you leave nothing for the wolves.",disgust
876,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,And how do a bear's balls taste?,neutral
877,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,"A bit chewy. And what about you, my Lord? What's the strangest thing you've eaten?",disgust
878,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,"Do Dornish girls count? So you roam the Seven Kingdoms, collaring pickpockets and horse thieves and bringing them here as eager recruits?",neutral
879,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,But it's not all of 'em's done bad things. Some of 'em's just poor lads looking for steady feed. Some of 'em's high-born lads looking for glory.,neutral
880,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,They have a better chance finding feed than glory.,neutral
881,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,"The Night's Watch is a joke to you, is it? Is that what we are, Lannister? An army of jesters in black?",neutral
882,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,"You don't have enough men to be an army and aside from Yoren here, none of you are particularly funny.",surprise
883,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,"I hope we've provided you with some good stories to tell when you're back in King's Landing. But something to think about while you're drinking your wine down there, enjoying your brothels... Half the boys you've seen training will die north of the Wall. Might be a wilding's axe that gets them, might be sickness, might just be the cold. They die in pain. And they do it so plump little lords like you can enjoy their summer afternoons in peace and comfort.",neutral
884,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,"Do you think I'm plump? Listen, Benjen... May I call you Benjen?",neutral
885,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,Call me what you like.,neutral
886,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,I'm not sure what I've done to offend you. I have great admiration for the Night's Watch. I've great admiration for you as First Ranger.,anger
887,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,"You know, my brother once told me that nothing someone says before the word ""but"" really counts.",neutral
888,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,"But... I don't believe that giants and ghouls and White Walkers are lurking beyond the Wall. I believe that the only difference between us and the wildlings is that when the Wall went up, our ancestors happened to live on the right side of it.",neutral
889,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,"You're right. The wildlings are no different from us. A little rougher maybe. But they're made of meat and bone. I know how to track them and I know how to kill them. It's not the wildlings giving me sleepless nights. You've never been north of the Wall, so don't tell me what's out there.",neutral
890,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,"Are you going below? Keep well, keep warm.",neutral
891,2011-05-01,Season 1,Episode 3,Lord Snow,benjen stark,"Enjoy the capital, brother.",joy
892,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,I always do.,neutral
893,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,"I think he's starting to like me. ""Going below""?",neutral
894,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,Into the tunnel and out the other side. He'll be north of the Wall for a month or two.,neutral
895,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,So you're heading down to King's Landing too.,neutral
896,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,Day after tomorrow. I get about half of my recruits from their dungeons.,neutral
897,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,Let's share the road. I could use some decent company.,neutral
898,2011-05-01,Season 1,Episode 3,Lord Snow,yoren,"I travel a bit on the grubby side, my Lord.",disgust
899,2011-05-01,Season 1,Episode 3,Lord Snow,tyrion lannister,Not this time. We'll be staying at the finest castles and inns. No one turns away a Lannister.,neutral
900,2011-05-01,Season 1,Episode 3,Lord Snow,irri,"Yes, Khaleesi.",neutral
901,2011-05-01,Season 1,Episode 3,Lord Snow,daenerys targaryen,What are you doing?,surprise
902,2011-05-01,Season 1,Episode 3,Lord Snow,irri,"When was last time you bleed, Khaleesi? You change, Khaleesi. It's a blessing from the Great Stallion.",neutral
903,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,"For a man on horseback, the curved blade is a good thing, easier to handle. It's a good weapon for a Dothrakan. But a man in full plate... the arakh won't get through the steel. That's where the broadsword has the advantage. Designed for piercing plate.",neutral
904,2011-05-01,Season 1,Episode 3,Lord Snow,rakharo,Dothraki don't wear steel dresses.,neutral
905,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,Armor.,neutral
906,2011-05-01,Season 1,Episode 3,Lord Snow,rakharo,Armor. Armor make a man... Vroz?,surprise
907,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,Slow.,neutral
908,2011-05-01,Season 1,Episode 3,Lord Snow,rakharo,Slow.,neutral
909,2011-05-01,Season 1,Episode 3,Lord Snow,jorah mormont,"It's true, but it also keeps a man alive.",neutral
